,x
44797,0
44798,0
44799,0
44800,0
44801,0
44802,0
44803,0
44804,0
44805,0
44806,0
44807,0
44808,0
44809,0
44810,0
44811,0
44812,0
44813,1
44814,1
44815,0
44816,0
44817,1
44818,0
44819,0
44820,0
44821,0
44822,0
44823,0
44824,0
44825,0
44826,0
44827,0
44828,0
44829,0
44830,1
44831,0
44832,0
44833,0
44834,0
44835,0
44836,0
44837,0
44838,0
44839,0
44840,0
44841,0
44842,0
44843,0
44844,1
44845,0
44846,1
44847,0
44848,0
44849,1
44850,0
44851,1
44852,0
44853,1
44854,0
44855,0
44856,0
44857,0
44858,0
44859,1
44860,0
44861,1
44862,1
44863,0
44864,0
44865,1
44866,0
44867,0
44868,0
44869,0
44870,0
44871,0
44872,0
44873,1
44874,0
44875,0
44876,0
44877,0
44878,0
44879,0
44880,0
44881,0
44882,0
44883,0
44884,0
44885,1
44886,1
44887,0
44888,0
44889,0
44890,0
44891,0
44892,1
44893,1
44894,0
44895,0
44896,0
44897,0
44898,0
44899,1
44900,0
44901,0
44902,0
44903,1
44904,0
44905,0
44906,1
44907,0
44908,0
44909,1
44910,1
44911,0
44912,0
44913,1
44914,1
44915,0
44916,0
44917,0
44918,0
44919,1
44920,1
44921,1
44922,0
44923,0
44924,0
44925,0
44926,0
44927,0
44928,0
44929,0
44930,0
44931,0
44932,0
44933,0
44934,0
44935,0
44936,0
44937,0
44938,0
44939,0
44940,0
44941,0
44942,1
44943,0
44944,0
44945,0
44946,0
44947,0
44948,1
44949,0
44950,0
44951,0
44952,0
44953,0
44954,0
44955,0
44956,0
44957,0
44958,0
44959,1
44960,0
44961,0
44962,0
44963,0
44964,0
44965,0
44966,0
44967,0
44968,0
44969,0
44970,0
44971,0
44972,0
44973,0
44974,0
44975,1
44976,0
44977,1
44978,1
44979,0
44980,0
44981,0
44982,0
44983,1
44984,1
44985,1
44986,1
44987,0
44988,0
44989,0
44990,0
44991,0
44992,0
44993,1
44994,0
44995,1
44996,1
44997,1
44998,0
44999,0
45000,0
45001,0
45002,0
45003,0
45004,1
45005,1
45006,0
45007,0
45008,0
45009,1
45010,0
45011,1
45012,1
45013,0
45014,0
45015,1
45016,1
45017,1
45018,0
45019,0
45020,0
45021,0
45022,0
45023,0
45024,0
45025,0
45026,0
45027,0
45028,0
45029,0
45030,0
45031,0
45032,0
45033,0
45034,0
45035,0
45036,0
45037,0
45038,0
45039,1
45040,1
45041,0
45042,0
45043,0
45044,0
45045,0
45046,0
45047,0
45048,0
45049,0
45050,0
45051,0
45052,0
45053,0
45054,0
45055,0
45056,0
45057,0
45058,0
45059,0
45060,0
45061,0
45062,0
45063,0
45064,0
45065,1
45066,0
45067,1
45068,0
45069,0
45070,0
45071,0
45072,1
45073,0
45074,0
45075,0
45076,0
45077,0
45078,1
45079,0
45080,0
45081,0
45082,0
45083,0
45084,0
45085,0
45086,0
45087,0
45088,0
45089,0
45090,1
45091,1
45092,0
45093,0
45094,0
45095,0
45096,1
45097,0
45098,1
45099,1
45100,0
45101,0
45102,0
45103,0
45104,0
45105,0
45106,0
45107,0
45108,0
45109,0
45110,1
45111,1
45112,1
45113,1
45114,0
45115,0
45116,1
45117,0
45118,0
45119,1
45120,1
45121,1
45122,0
45123,1
45124,0
45125,0
45126,1
45127,0
45128,0
45129,0
45130,0
45131,0
45132,0
45133,0
45134,0
45135,0
45136,1
45137,1
45138,0
45139,0
45140,0
45141,0
45142,0
45143,1
45144,0
45145,0
45146,0
45147,0
45148,1
45149,1
45150,0
45151,0
45152,1
45153,0
45154,0
45155,0
45156,0
45157,0
45158,0
45159,0
45160,0
45161,0
45162,0
45163,1
45164,1
45165,1
45166,0
45167,1
45168,1
45169,1
45170,0
45171,1
45172,0
45173,0
45174,0
45175,0
45176,0
45177,0
45178,0
45179,0
45180,1
45181,1
45182,1
45183,1
45184,0
45185,0
45186,1
45187,1
45188,1
45189,0
45190,0
45191,0
45192,0
45193,1
45194,0
45195,1
45196,0
45197,0
45198,1
45199,1
45200,1
45201,0
45202,0
45203,0
45204,0
45205,0
45206,0
45207,0
45208,1
45209,1
45210,1
45211,0
45212,0
45213,0
45214,0
45215,0
45216,0
45217,0
45218,0
45219,0
45220,0
45221,0
45222,0
45223,0
45224,0
45225,0
45226,0
45227,0
45228,0
45229,0
45230,0
45231,0
45232,0
45233,0
45234,0
45235,0
45236,0
45237,0
45238,1
45239,1
45240,0
45241,0
45242,0
45243,1
45244,0
45245,1
45246,0
45247,1
45248,1
45249,0
45250,1
45251,0
45252,1
45253,0
45254,0
45255,0
45256,1
45257,0
45258,0
45259,0
45260,0
45261,0
45262,0
45263,0
45264,0
45265,0
45266,1
45267,0
45268,0
45269,0
45270,0
45271,0
45272,0
45273,0
45274,0
45275,0
45276,0
45277,0
45278,0
45279,1
45280,1
45281,0
45282,1
45283,0
45284,0
45285,0
45286,0
45287,0
45288,0
45289,0
45290,0
45291,0
45292,0
45293,0
45294,0
45295,0
45296,1
45297,0
45298,0
45299,0
45300,0
45301,0
45302,0
45303,0
45304,0
45305,1
45306,0
45307,1
45308,1
45309,1
45310,0
45311,0
45312,0
45313,0
45314,0
45315,0
45316,0
45317,0
45318,0
45319,0
45320,0
45321,1
45322,1
45323,0
45324,0
45325,0
45326,0
45327,0
45328,0
45329,1
45330,0
45331,1
45332,1
45333,1
45334,0
45335,0
45336,1
45337,1
45338,0
45339,1
45340,1
45341,0
45342,0
45343,1
45344,1
45345,0
45346,1
45347,0
45348,0
45349,0
45350,0
45351,0
45352,0
45353,0
45354,0
45355,1
45356,1
45357,1
45358,1
45359,1
45360,0
45361,1
45362,1
45363,0
45364,1
45365,0
45366,1
45367,0
45368,0
45369,0
45370,0
45371,0
45372,0
45373,0
45374,1
45375,0
45376,0
45377,0
45378,0
45379,0
45380,0
45381,0
45382,0
45383,0
45384,0
45385,0
45386,0
45387,0
45388,0
45389,0
45390,1
45391,0
45392,0
45393,1
45394,1
45395,0
45396,0
45397,0
45398,0
45399,0
45400,0
45401,1
45402,0
45403,0
45404,0
45405,1
45406,0
45407,1
45408,0
45409,0
45410,1
45411,1
45412,1
45413,0
45414,1
45415,1
45416,0
45417,0
45418,0
45419,1
45420,0
45421,0
45422,0
45423,0
45424,1
45425,0
45426,1
45427,0
45428,1
45429,0
45430,0
45431,1
45432,0
45433,1
45434,1
45435,1
45436,0
45437,0
45438,0
45439,0
45440,0
45441,0
45442,0
45443,0
45444,0
45445,0
45446,0
45447,0
45448,0
45449,0
45450,0
45451,0
45452,0
45453,0
45454,0
45455,0
45456,0
45457,0
45458,0
45459,0
45460,0
45461,0
45462,0
45463,0
45464,0
45465,0
45466,0
45467,0
45468,0
45469,0
45470,0
45471,0
45472,0
45473,1
45474,0
45475,0
45476,0
45477,1
45478,0
45479,0
45480,0
45481,1
45482,0
45483,0
45484,0
45485,0
45486,1
45487,1
45488,1
45489,1
45490,1
45491,1
45492,1
45493,1
45494,0
45495,1
45496,0
45497,1
45498,0
45499,0
45500,0
45501,1
45502,1
45503,1
45504,0
45505,1
45506,0
45507,0
45508,0
45509,0
45510,1
45511,0
45512,1
45513,0
45514,0
45515,1
45516,0
45517,0
45518,0
45519,0
45520,0
45521,0
45522,0
45523,0
45524,1
45525,0
45526,1
45527,0
45528,0
45529,0
45530,0
45531,0
45532,0
45533,1
45534,1
45535,1
45536,1
45537,1
45538,1
45539,0
45540,1
45541,0
45542,1
45543,1
45544,1
45545,0
45546,1
45547,0
45548,0
45549,0
45550,0
45551,0
45552,0
45553,0
45554,0
45555,1
45556,1
45557,0
45558,0
45559,0
45560,1
45561,1
45562,1
45563,1
45564,1
45565,1
45566,1
45567,1
45568,1
45569,0
45570,1
45571,0
45572,1
45573,1
45574,1
45575,1
45576,1
45577,0
45578,0
45579,1
45580,0
45581,0
45582,0
45583,0
45584,1
45585,0
45586,1
45587,0
45588,0
45589,0
45590,0
45591,0
45592,0
45593,0
45594,0
45595,0
45596,0
45597,0
45598,0
45599,0
45600,0
45601,0
45602,0
45603,0
45604,1
45605,0
45606,0
45607,1
45608,1
45609,0
45610,0
45611,0
45612,0
45613,1
45614,0
45615,0
45616,0
45617,0
45618,0
45619,0
45620,0
45621,0
45622,0
45623,0
45624,0
45625,0
45626,1
45627,1
45628,0
45629,0
45630,0
45631,1
45632,1
45633,0
45634,1
45635,0
45636,0
45637,0
45638,0
45639,1
45640,0
45641,1
45642,0
45643,0
45644,0
45645,0
45646,0
45647,0
45648,0
45649,0
45650,0
45651,0
45652,0
45653,0
45654,0
45655,1
45656,0
45657,1
45658,1
45659,1
45660,1
45661,1
45662,1
45663,1
45664,1
45665,1
45666,1
45667,0
45668,0
45669,0
45670,0
45671,0
45672,1
45673,1
45674,0
45675,1
45676,0
45677,0
45678,1
45679,0
45680,0
45681,0
45682,0
45683,0
45684,0
45685,0
45686,0
45687,0
45688,0
45689,0
45690,0
45691,0
45692,0
45693,1
45694,1
45695,1
45696,1
45697,1
45698,1
45699,1
45700,1
45701,1
45702,1
45703,1
45704,0
45705,0
45706,1
45707,1
45708,1
45709,0
45710,0
45711,1
45712,1
45713,1
45714,0
45715,1
45716,0
45717,0
45718,1
45719,1
45720,0
45721,1
45722,1
45723,0
45724,1
45725,0
45726,1
45727,0
45728,0
45729,1
45730,1
45731,0
45732,0
45733,0
45734,1
45735,0
45736,1
45737,1
45738,1
45739,1
45740,0
45741,0
45742,1
45743,1
45744,1
45745,1
45746,1
45747,1
45748,1
45749,1
45750,1
45751,1
45752,1
45753,1
45754,1
45755,1
45756,1
45757,1
45758,0
45759,1
45760,1
45761,1
45762,1
45763,1
45764,1
45765,1
45766,1
45767,1
45768,1
45769,0
45770,1
45771,1
45772,1
45773,0
45774,0
45775,1
45776,1
45777,1
45778,1
45779,1
45780,0
45781,1
45782,0
45783,0
45784,0
45785,1
45786,0
45787,0
45788,0
45789,0
45790,1
45791,0
45792,1
45793,1
45794,1
45795,1
45796,0
45797,1
45798,1
45799,0
45800,1
45801,0
45802,1
45803,0
45804,0
45805,0
45806,0
45807,1
45808,0
45809,0
45810,0
45811,1
45812,0
45813,1
45814,0
45815,1
45816,0
45817,0
45818,0
45819,0
45820,0
45821,1
45822,0
45823,1
45824,0
45825,0
45826,0
45827,0
45828,1
45829,0
45830,0
45831,0
45832,0
45833,0
45834,0
45835,0
45836,0
45837,0
45838,0
45839,1
45840,0
45841,1
45842,1
45843,1
45844,0
45845,0
45846,1
45847,0
45848,1
45849,1
45850,1
45851,1
45852,0
45853,1
45854,1
45855,0
45856,1
45857,0
45858,1
45859,0
45860,1
45861,0
45862,0
45863,0
45864,1
45865,0
45866,0
45867,0
45868,0
45869,0
45870,0
45871,0
45872,0
45873,1
45874,1
45875,0
45876,0
45877,1
45878,0
45879,1
45880,0
45881,0
45882,0
45883,0
45884,1
45885,1
45886,0
45887,0
45888,0
45889,0
45890,1
45891,0
45892,0
45893,0
45894,0
45895,0
45896,0
45897,1
45898,0
45899,1
45900,0
45901,0
45902,0
45903,0
45904,0
45905,0
45906,0
45907,0
45908,1
45909,0
45910,1
45911,0
45912,0
45913,0
45914,1
45915,1
45916,1
45917,0
45918,0
45919,1
45920,0
45921,0
45922,0
45923,0
45924,1
45925,0
45926,1
45927,1
45928,0
45929,1
45930,0
45931,0
45932,1
45933,0
45934,0
45935,0
45936,1
45937,0
45938,0
45939,1
45940,0
45941,0
45942,0
45943,0
45944,0
45945,0
45946,0
45947,0
45948,0
45949,1
45950,0
45951,0
45952,0
45953,0
45954,0
45955,0
45956,1
45957,0
45958,1
45959,0
45960,0
45961,1
45962,0
45963,1
45964,0
45965,0
45966,0
45967,0
45968,0
45969,0
45970,1
45971,0
45972,0
45973,0
45974,1
45975,0
45976,1
45977,0
45978,0
45979,1
45980,1
45981,0
45982,1
45983,0
45984,0
45985,0
45986,0
45987,1
45988,1
45989,1
45990,1
45991,1
45992,0
45993,1
45994,1
45995,1
45996,1
45997,1
45998,1
45999,1
46000,0
46001,0
46002,0
46003,1
46004,0
46005,0
46006,1
46007,0
46008,1
46009,0
46010,0
46011,0
46012,0
46013,0
46014,0
46015,0
46016,0
46017,0
46018,0
46019,0
46020,1
46021,1
46022,0
46023,0
46024,0
46025,0
46026,0
46027,0
46028,1
46029,0
46030,1
46031,1
46032,0
46033,0
46034,0
46035,0
46036,1
46037,0
46038,1
46039,0
46040,0
46041,0
46042,0
46043,1
46044,1
46045,1
46046,1
46047,0
46048,1
46049,0
46050,1
46051,0
46052,0
46053,0
46054,0
46055,0
46056,0
46057,0
46058,0
46059,0
46060,0
46061,0
46062,0
46063,0
46064,0
46065,1
46066,0
46067,0
46068,1
46069,0
46070,0
46071,0
46072,0
46073,0
46074,0
46075,0
46076,0
46077,0
46078,0
46079,0
46080,0
46081,0
46082,0
46083,0
46084,0
46085,0
46086,0
46087,0
46088,1
46089,0
46090,1
46091,0
46092,0
46093,1
46094,0
46095,0
46096,1
46097,1
46098,0
46099,0
46100,0
46101,0
46102,1
46103,0
46104,0
46105,0
46106,1
46107,1
46108,1
46109,0
46110,0
46111,1
46112,1
46113,0
46114,0
46115,1
46116,1
46117,1
46118,0
46119,1
46120,0
46121,1
46122,0
46123,0
46124,1
46125,0
46126,0
46127,0
46128,0
46129,0
46130,0
46131,1
46132,0
46133,1
46134,0
46135,1
46136,1
46137,1
46138,1
46139,0
46140,1
46141,1
46142,0
46143,0
46144,1
46145,0
46146,1
46147,1
46148,0
46149,0
46150,0
46151,0
46152,0
46153,0
46154,0
46155,0
46156,0
46157,0
46158,0
46159,0
46160,0
46161,0
46162,0
46163,0
46164,0
46165,0
46166,0
46167,0
46168,1
46169,0
46170,1
46171,0
46172,0
46173,1
46174,1
46175,0
46176,0
46177,0
46178,0
46179,1
46180,0
46181,0
46182,0
46183,0
46184,0
46185,0
46186,0
46187,0
46188,0
46189,1
46190,1
46191,1
46192,0
46193,0
46194,0
46195,0
46196,0
46197,0
46198,0
46199,0
46200,0
46201,1
46202,0
46203,0
46204,0
46205,1
46206,1
46207,1
46208,1
46209,1
46210,0
46211,1
46212,1
46213,0
46214,0
46215,0
46216,1
46217,0
46218,0
46219,0
46220,1
46221,0
46222,0
46223,0
46224,0
46225,0
46226,0
46227,0
46228,0
46229,0
46230,0
46231,0
46232,0
46233,0
46234,1
46235,0
46236,0
46237,1
46238,0
46239,0
46240,0
46241,0
46242,0
46243,0
46244,0
46245,0
46246,0
46247,0
46248,1
46249,0
46250,0
46251,0
46252,0
46253,0
46254,0
46255,0
46256,0
46257,0
46258,1
46259,0
46260,0
46261,1
46262,0
46263,0
46264,0
46265,0
46266,0
46267,0
46268,0
46269,0
46270,1
46271,1
46272,0
46273,0
46274,0
46275,0
46276,1
46277,1
46278,0
46279,0
46280,1
46281,0
46282,1
46283,0
46284,0
46285,1
46286,0
46287,0
46288,1
46289,0
46290,1
46291,1
46292,1
46293,0
46294,0
46295,0
46296,0
46297,0
46298,0
46299,0
46300,1
46301,1
46302,0
46303,1
46304,0
46305,0
46306,1
46307,1
46308,1
46309,1
46310,0
46311,0
46312,0
46313,0
46314,0
46315,0
46316,0
46317,0
46318,1
46319,0
46320,0
46321,0
46322,0
46323,0
46324,0
46325,0
46326,1
46327,0
46328,0
46329,0
46330,0
46331,0
46332,1
46333,1
46334,1
46335,0
46336,0
46337,1
46338,1
46339,1
46340,0
46341,0
46342,0
46343,1
46344,0
46345,0
46346,0
46347,0
46348,1
46349,0
46350,1
46351,0
46352,0
46353,0
46354,1
46355,0
46356,0
46357,0
46358,0
46359,0
46360,0
46361,0
46362,1
46363,1
46364,0
46365,0
46366,0
46367,0
46368,0
46369,0
46370,0
46371,1
46372,0
46373,1
46374,0
46375,0
46376,0
46377,0
46378,0
46379,0
46380,0
46381,1
46382,1
46383,1
46384,0
46385,0
46386,0
46387,1
46388,1
46389,1
46390,0
46391,1
46392,0
46393,0
46394,0
46395,0
46396,0
46397,0
46398,0
46399,1
46400,1
46401,0
46402,1
46403,1
46404,0
46405,0
46406,0
46407,1
46408,1
46409,0
46410,0
46411,0
46412,0
46413,0
46414,0
46415,0
46416,0
46417,0
46418,0
46419,0
46420,0
46421,0
46422,0
46423,0
46424,0
46425,0
46426,0
46427,0
46428,0
46429,0
46430,0
46431,0
46432,0
46433,0
46434,0
46435,0
46436,0
46437,0
46438,0
46439,0
46440,0
46441,0
46442,0
46443,1
46444,1
46445,0
46446,0
46447,0
46448,0
46449,0
46450,1
46451,0
46452,0
46453,1
46454,1
46455,1
46456,0
46457,1
46458,0
46459,0
46460,0
46461,1
46462,0
46463,0
46464,0
46465,1
46466,0
46467,0
46468,0
46469,1
46470,1
46471,0
46472,0
46473,0
46474,0
46475,0
46476,0
46477,0
46478,0
46479,0
46480,0
46481,0
46482,1
46483,0
46484,1
46485,1
46486,0
46487,0
46488,0
46489,0
46490,0
46491,0
46492,0
46493,0
46494,0
46495,0
46496,0
46497,0
46498,0
46499,0
46500,0
46501,0
46502,0
46503,0
46504,0
46505,0
46506,0
46507,1
46508,0
46509,0
46510,0
46511,1
46512,0
46513,1
46514,0
46515,0
46516,1
46517,0
46518,1
46519,0
46520,1
46521,0
46522,0
46523,0
46524,0
46525,0
46526,0
46527,0
46528,0
46529,1
46530,0
46531,1
46532,1
46533,1
46534,0
46535,0
46536,0
46537,0
46538,0
46539,1
46540,0
46541,0
46542,0
46543,0
46544,0
46545,0
46546,0
46547,0
46548,0
46549,0
46550,1
46551,0
46552,0
46553,0
46554,0
46555,0
46556,1
46557,0
46558,1
46559,0
46560,0
46561,0
46562,1
46563,0
46564,0
46565,0
46566,0
46567,1
46568,1
46569,0
46570,0
46571,0
46572,0
46573,0
46574,0
46575,0
46576,0
46577,1
46578,0
46579,0
46580,0
46581,1
46582,0
46583,0
46584,0
46585,0
46586,0
46587,0
46588,1
46589,0
46590,0
46591,0
46592,0
46593,0
46594,1
46595,1
46596,1
46597,1
46598,0
46599,0
46600,1
46601,1
46602,0
46603,0
46604,0
46605,0
46606,0
46607,0
46608,0
46609,0
46610,0
46611,0
46612,1
46613,1
46614,0
46615,0
46616,0
46617,1
46618,1
46619,1
46620,1
46621,1
46622,0
46623,0
46624,0
46625,0
46626,0
46627,0
46628,0
46629,0
46630,0
46631,0
46632,0
46633,0
46634,0
46635,0
46636,0
46637,1
46638,0
46639,0
46640,0
46641,0
46642,1
46643,1
46644,1
46645,1
46646,1
46647,1
46648,1
46649,1
46650,1
46651,0
46652,0
46653,0
46654,0
46655,0
46656,0
46657,0
46658,0
46659,0
46660,0
46661,0
46662,0
46663,0
46664,0
46665,0
46666,0
46667,1
46668,0
46669,0
46670,0
46671,0
46672,0
46673,0
46674,0
46675,0
46676,0
46677,0
46678,0
46679,0
46680,0
46681,0
46682,0
46683,0
46684,0
46685,1
46686,0
46687,0
46688,0
46689,0
46690,0
46691,0
46692,0
46693,0
46694,0
46695,0
46696,0
46697,0
46698,0
46699,0
46700,0
46701,0
46702,1
46703,1
46704,1
46705,0
46706,0
46707,1
46708,1
46709,1
46710,0
46711,1
46712,0
46713,0
46714,0
46715,0
46716,0
46717,1
46718,0
46719,1
46720,0
46721,0
46722,0
46723,1
46724,0
46725,0
46726,0
46727,0
46728,0
46729,0
46730,0
46731,1
46732,0
46733,0
46734,0
46735,0
46736,0
46737,0
46738,0
46739,1
46740,0
46741,0
46742,0
46743,1
46744,0
46745,0
46746,0
46747,0
46748,0
46749,0
46750,0
46751,0
46752,0
46753,0
46754,0
46755,0
46756,0
46757,0
46758,1
46759,0
46760,0
46761,0
46762,0
46763,0
46764,0
46765,0
46766,0
46767,0
46768,0
46769,0
46770,0
46771,0
46772,0
46773,0
46774,0
46775,0
46776,0
46777,0
46778,0
46779,1
46780,0
46781,0
46782,0
46783,0
46784,0
46785,0
46786,0
46787,0
46788,1
46789,0
46790,0
46791,1
46792,1
46793,0
46794,0
46795,0
46796,0
46797,0
46798,0
46799,0
46800,0
46801,0
46802,0
46803,0
46804,1
46805,0
46806,0
46807,0
46808,0
46809,0
46810,1
46811,0
46812,0
46813,1
46814,1
46815,1
46816,1
46817,0
46818,1
46819,0
46820,1
46821,0
46822,1
46823,1
46824,0
46825,1
46826,0
46827,0
46828,0
46829,0
46830,0
46831,0
46832,0
46833,0
46834,0
46835,0
46836,0
46837,0
46838,0
46839,0
46840,0
46841,0
46842,1
46843,0
46844,1
46845,1
46846,0
46847,0
46848,0
46849,0
46850,0
46851,0
46852,0
46853,0
46854,0
46855,0
46856,0
46857,0
46858,0
46859,0
46860,0
46861,0
46862,0
46863,1
46864,1
46865,1
46866,1
46867,1
46868,0
46869,1
46870,0
46871,1
46872,1
46873,1
46874,1
46875,1
46876,1
46877,0
46878,1
46879,1
46880,1
46881,1
46882,1
46883,0
46884,0
46885,1
46886,0
46887,0
46888,0
46889,0
46890,0
46891,0
46892,0
46893,0
46894,1
46895,0
46896,0
46897,0
46898,1
46899,0
46900,0
46901,0
46902,1
46903,1
46904,1
46905,1
46906,1
46907,1
46908,1
46909,0
46910,1
46911,0
46912,1
46913,0
46914,0
46915,0
46916,0
46917,0
46918,0
46919,0
46920,0
46921,0
46922,0
46923,0
46924,0
46925,0
46926,0
46927,1
46928,1
46929,1
46930,1
46931,1
46932,1
46933,0
46934,0
46935,0
46936,0
46937,1
46938,0
46939,0
46940,1
46941,0
46942,0
46943,0
46944,0
46945,1
46946,1
46947,0
46948,1
46949,1
46950,1
46951,0
46952,1
46953,0
46954,0
46955,0
46956,0
46957,0
46958,0
46959,1
46960,1
46961,0
46962,0
46963,0
46964,0
46965,0
46966,0
46967,1
46968,0
46969,0
46970,0
46971,0
46972,0
46973,0
46974,0
46975,0
46976,0
46977,0
46978,1
46979,0
46980,0
46981,0
46982,1
46983,1
46984,1
46985,0
46986,1
46987,1
46988,1
46989,1
46990,0
46991,1
46992,1
46993,0
46994,0
46995,0
46996,0
46997,0
46998,0
46999,1
47000,0
47001,1
47002,1
47003,1
47004,1
47005,1
47006,0
47007,0
47008,1
47009,0
47010,1
47011,0
47012,0
47013,0
47014,1
47015,0
47016,0
47017,0
47018,0
47019,0
47020,0
47021,0
47022,0
47023,1
47024,0
47025,1
47026,1
47027,1
47028,1
47029,1
47030,1
47031,0
47032,1
47033,0
47034,0
47035,0
47036,0
47037,0
47038,1
47039,1
47040,0
47041,1
47042,1
47043,1
47044,0
47045,0
47046,1
47047,0
47048,0
47049,1
47050,1
47051,1
47052,1
47053,0
47054,1
47055,0
47056,0
47057,0
47058,1
47059,1
47060,1
47061,0
47062,1
47063,0
47064,1
47065,0
47066,0
47067,0
47068,0
47069,1
47070,0
47071,0
47072,0
47073,1
47074,0
47075,0
47076,1
47077,0
47078,0
47079,0
47080,1
47081,1
47082,0
47083,0
47084,0
47085,0
47086,0
47087,1
47088,0
47089,0
47090,0
47091,0
47092,0
47093,0
47094,1
47095,1
47096,0
47097,0
47098,0
47099,1
47100,1
47101,1
47102,1
47103,1
47104,1
47105,1
47106,1
47107,1
47108,0
47109,0
47110,1
47111,1
47112,0
47113,0
47114,1
47115,0
47116,0
47117,1
47118,1
47119,0
47120,0
47121,0
47122,1
47123,0
47124,0
47125,0
47126,0
47127,0
47128,0
47129,0
47130,0
47131,0
47132,0
47133,0
47134,0
47135,0
47136,1
47137,0
47138,0
47139,0
47140,0
47141,0
47142,0
47143,0
47144,0
47145,0
47146,0
47147,0
47148,0
47149,1
47150,1
47151,1
47152,0
47153,0
47154,1
47155,0
47156,0
47157,1
47158,0
47159,0
47160,0
47161,0
47162,0
47163,0
47164,0
47165,0
47166,0
47167,0
47168,0
47169,0
47170,0
47171,1
47172,1
47173,0
47174,0
47175,0
47176,0
47177,0
47178,0
47179,0
47180,1
47181,1
47182,1
47183,0
47184,0
47185,0
47186,1
47187,0
47188,0
47189,0
47190,1
47191,0
47192,0
47193,0
47194,0
47195,0
47196,0
47197,0
47198,0
47199,0
47200,0
47201,0
47202,0
47203,0
47204,0
47205,0
47206,0
47207,0
47208,0
47209,0
47210,0
47211,0
47212,0
47213,0
47214,0
47215,0
47216,0
47217,0
47218,0
47219,0
47220,0
47221,0
47222,0
47223,0
47224,0
47225,0
47226,0
47227,1
47228,0
47229,0
47230,0
47231,0
47232,0
47233,0
47234,0
47235,0
47236,0
47237,0
47238,0
47239,0
47240,0
47241,0
47242,0
47243,0
47244,0
47245,0
47246,0
47247,0
47248,0
47249,0
47250,0
47251,0
47252,0
47253,0
47254,0
47255,0
47256,1
47257,0
47258,0
47259,0
47260,0
47261,0
47262,0
47263,0
47264,0
47265,0
47266,0
47267,0
47268,0
47269,0
47270,0
47271,0
47272,0
47273,0
47274,0
47275,0
47276,0
47277,0
47278,0
47279,0
47280,0
47281,0
47282,1
47283,1
47284,1
47285,0
47286,0
47287,0
47288,0
47289,0
47290,0
47291,0
47292,0
47293,0
47294,0
47295,0
47296,0
47297,0
47298,0
47299,0
47300,0
47301,0
47302,0
47303,0
47304,0
47305,0
47306,0
47307,0
47308,0
47309,0
47310,1
47311,1
47312,1
47313,1
47314,1
47315,0
47316,1
47317,1
47318,1
47319,1
47320,0
47321,0
47322,1
47323,0
47324,0
47325,0
47326,0
47327,1
47328,0
47329,0
47330,0
47331,0
47332,1
47333,0
47334,1
47335,0
47336,1
47337,1
47338,1
47339,1
47340,1
47341,1
47342,0
47343,1
47344,0
47345,0
47346,0
47347,0
47348,0
47349,0
47350,1
47351,0
47352,1
47353,0
47354,0
47355,0
47356,0
47357,1
47358,0
47359,0
47360,0
47361,0
47362,0
47363,0
47364,0
47365,0
47366,0
47367,0
47368,0
47369,1
47370,1
47371,0
47372,0
47373,0
47374,0
47375,0
47376,0
47377,0
47378,1
47379,1
47380,0
47381,0
47382,0
47383,0
47384,0
47385,0
47386,0
47387,1
47388,0
47389,0
47390,0
47391,1
47392,0
47393,0
47394,1
47395,0
47396,0
47397,1
47398,0
47399,1
47400,0
47401,1
47402,1
47403,0
47404,0
47405,0
47406,0
47407,0
47408,0
47409,0
47410,0
47411,0
47412,1
47413,1
47414,1
47415,1
47416,1
47417,1
47418,0
47419,0
47420,1
47421,1
47422,1
47423,1
47424,0
47425,1
47426,0
47427,0
47428,1
47429,0
47430,1
47431,1
47432,1
47433,1
47434,1
47435,1
47436,1
47437,0
47438,1
47439,1
47440,1
47441,1
47442,0
47443,0
47444,1
47445,1
47446,0
47447,0
47448,0
47449,0
47450,1
47451,1
47452,1
47453,1
47454,1
47455,1
47456,0
47457,0
47458,1
47459,0
47460,1
47461,1
47462,0
47463,0
47464,0
47465,0
47466,0
47467,1
47468,0
47469,0
47470,0
47471,0
47472,0
47473,1
47474,1
47475,0
47476,0
47477,0
47478,0
47479,0
47480,0
47481,0
47482,0
47483,0
47484,0
47485,1
47486,0
47487,1
47488,1
47489,0
47490,1
47491,0
47492,1
47493,1
47494,0
47495,1
47496,0
47497,1
47498,0
47499,0
47500,0
47501,0
47502,0
47503,0
47504,0
47505,0
47506,0
47507,0
47508,0
47509,0
47510,1
47511,0
47512,1
47513,1
47514,1
47515,0
47516,0
47517,0
47518,0
47519,0
47520,1
47521,1
47522,1
47523,1
47524,1
47525,0
47526,0
47527,1
47528,0
47529,1
47530,1
47531,1
47532,0
47533,1
47534,1
47535,1
47536,1
47537,1
47538,1
47539,0
47540,1
47541,1
47542,1
47543,1
47544,0
47545,0
47546,0
47547,0
47548,1
47549,0
47550,0
47551,1
47552,1
47553,0
47554,1
47555,1
47556,0
47557,0
47558,0
47559,1
47560,1
47561,0
47562,1
47563,0
47564,1
47565,0
47566,1
47567,0
47568,1
47569,0
47570,0
47571,0
47572,1
47573,0
47574,0
47575,0
47576,0
47577,0
47578,0
47579,0
47580,0
47581,0
47582,1
47583,0
47584,0
47585,0
47586,1
47587,1
47588,1
47589,1
47590,1
47591,1
47592,1
47593,1
47594,0
47595,1
